key,value
Allow location access to explore reels shared by people near you.,Επιτρέψτε πρόσβαση στην τοποθεσία σας για να εξερευνήσετε Reels που μοιράζονται άτομα κοντά σας.
Location Services Are Still Disabled,Οι υπηρεσίες τοποθεσίας είναι ακόμα απενεργοποιημένες
"To see nearby reels, please turn on location services in your device settings.","Για να δείτε Reels κοντά σας, ενεργοποιήστε τις υπηρεσίες τοποθεσίας στις ρυθμίσεις της συσκευής σας."
See places near you.,Δείτε μέρη κοντά σας.
"To include nearby places, turn on location services.","Για να συμπεριλάβετε κοντινά μέρη, ενεργοποιήστε τις υπηρεσίες τοποθεσίας."
Turn on Location Services,Ενεργοποίηση υπηρεσιών τοποθεσίας
Nothing To Show Here,Δεν υπάρχει τίποτα να δείξουμε εδώ
This user has decided not to show their followings.,Αυτός ο χρήστης έχει επιλέξει να μην εμφανίζει τους ακολουθούμενους.
No Blocked Users,Δεν υπάρχουν αποκλεισμένοι χρήστες
Users you block will appear here. You haven’t blocked anyone yet.,Οι χρήστες που αποκλείετε θα εμφανιστούν εδώ. Δεν έχετε αποκλείσει κανέναν ακόμη.
You need to reach the minimum coin amount before you can redeem.,Πρέπει να φτάσετε το ελάχιστο ποσό νομισμάτων πριν μπορέσετε να εξαργυρώσετε.
No Users Found,Δεν βρέθηκαν χρήστες
Users will appear here when available.,Οι χρήστες θα εμφανιστούν εδώ όταν θα είναι διαθέσιμοι.
Freeze,Πάγωμα
UnFreeze,Ξεπαγώματος
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,Αυτό το προφίλ έχει παγώσει προσωρινά λόγω παραβιάσεων πολιτικής ή ύποπτης δραστηριότητας. Η πρόσβαση είναι περιορισμένη έως ότου ολοκληρωθεί η αναθεώρηση.
Profile Unavailable,Το προφίλ δεν είναι διαθέσιμο
Admin,Διαχειριστής
Days,Ημέρες
Weeks,Εβδομάδες
Months,Μήνες
Years,Χρόνια
Day,Ημέρα
Week,Εβδομάδα
Month,Μήνας
Year,Έτος
Lifetime,Διάρκεια ζωής
Annual,Ετήσια
6 Month,6 μήνες
3 Month,3 μήνες
2 Month,2 μήνες
Monthly,Μηνιαία
Weekly,Εβδομαδιαία
@price / Month. Billed @unit_label,@price / Μήνα. Χρεώθηκε @unit_label
Give it a try,Δοκιμάστε το
@count @get_period Free trial,@count @get_period δωρεάν δοκιμή
Annually,Ετήσια
Semi Annually,Εξαμηνιαία
Three Months,Τριμηνιαία
Two Months,Διμηνιαία
The host has cancelled your invitation. You can no longer join the live stream.,Ο παρουσιαστής έχει ακυρώσει την πρόσκλησή σας. Δεν μπορείτε πλέον να συμμετέχετε στη ζωντανή ροή.
joined as a co-host,συμμετείχε ως συν-παρουσιαστής
Min. @count Followers needed to go Live,Απαιτούνται τουλάχιστον @count ακόλουθοι για να μεταδώσετε ζωντανά
You can add only @limit links in the profile.,Μπορείτε να προσθέσετε μόνο @limit συνδέσμους στο προφίλ.
Refresh,Ανανέωση
Lost,Χαμένη
Connection,Σύνδεση
It looks like you are not\nconnected to the internet,Φαίνεται ότι δεν είστε συνδεδεμένοι στο διαδίκτυο
Download failed.,Η λήψη απέτυχε.
From,Από
Something went wrong.,Κάτι πήγε στραβά.
🎉 Welcome Bonus Credited to Your Wallet!,🎉 Μπόνους καλωσορίσματος πιστώθηκε στο πορτοφόλι σας!
You've earned your registration bonus! Enjoy your coins and start exploring now!,Έχετε κερδίσει το μπόνους εγγραφής σας! Απολαύστε τα νομίσματά σας και αρχίστε να εξερευνάτε τώρα!
You are,Είστε
member,μέλος
Oops!! Battle Ended Please wait for a while..,Ουπς!! Η μάχη τελείωσε Παρακαλώ περιμένετε λίγο..
"Hey, @name is now live","Γεια, ο @name είναι τώρα ζωντανός"
Hurry up and join before it ends.,Βιαστείτε και συμμετέχετε πριν τελειώσει.
Professional Dashboard,Επαγγελματικός πίνακας ελέγχου
Track Your Performance,Παρακολουθήστε την απόδοσή σας
Creator Dashboard,Πίνακας ελέγχου δημιουργού
AI Insights,Πληροφορίες AI
Content Calendar,Ημερολόγιο περιεχομένου
Grow Your Business,Αναπτύξτε την επιχείρησή σας
Subscription Tiers,Επίπεδα συνδρομής
My Subscribers,Οι συνδρομητές μου
My Portfolio,Το χαρτοφυλάκιό μου
Manage Your Account,Διαχείριση λογαριασμού
Creator Tier,Επίπεδο δημιουργού
Account Type Settings,Ρυθμίσεις τύπου λογαριασμού
My Subscriptions,Οι συνδρομές μου
People,Άτομα
Content & Feed,Περιεχόμενο και ροή
Digital Wellbeing,Ψηφιακή ευημερία
AI & Discovery,AI και ανακάλυψη
AI Video Generator,Δημιουργός βίντεο AI
Moderator Panel,Πάνελ συντονιστή
Two-Factor Authentication,Έλεγχος ταυτότητας δύο παραγόντων
Switch Account,Αλλαγή λογαριασμού
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","Η εναλλαγή σε προσωπικό λογαριασμό θα αφαιρέσει την πρόσβαση σε όλα τα επαγγελματικά εργαλεία, συμπεριλαμβανομένων αναλυτικών, δημιουργίας εσόδων, πίνακα κερδών, και διαχείρισης ομάδας."
Switch to Personal,Αλλαγή σε προσωπικό
Creator,Δημιουργός
Account,Λογαριασμός
Part of a Series,Μέρος μιας σειράς
Select Previous Part,Επιλογή προηγούμενου μέρους
Previous Part,Προηγούμενο μέρος
Next Part,Επόμενο μέρος
