key,value
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,यह प्रोफाइल नीति उल्लंघन या संदिग्ध गतिविधि के कारण अस्थायी रूप से फ्रीज कर दी गई है। समीक्षा पूरी होने तक पहुंच प्रतिबंधित है।
Profile Unavailable,प्रोफाइल उपलब्ध नहीं
Admin,एडमिन
Days,दिन
Weeks,सप्ताह
Months,महीने
Years,साल
Day,दिन
Week,सप्ताह
Month,महीना
Year,साल
Lifetime,आजीवन
Annual,वार्षिक
6 Month,6 महीने
3 Month,3 महीने
2 Month,2 महीने
Monthly,मासिक
Weekly,साप्ताहिक
@price / Month. Billed @unit_label,@price / महीना। @unit_label बिल किया गया
Give it a try,इसे आजमाएं
@count @get_period Free trial,@count @get_period निःशुल्क परीक्षण
Annually,वार्षिक
Semi Annually,अर्ध-वार्षिक
Three Months,त्रैमासिक
Two Months,द्विमासिक
The host has cancelled your invitation. You can no longer join the live stream.,होस्ट ने आपका निमंत्रण रद्द कर दिया है। आप अब लाइव स्ट्रीम में शामिल नहीं हो सकते।
joined as a co-host,सह-होस्ट के रूप में शामिल हो गया
Min. @count Followers needed to go Live,लाइव करने के लिए न्यूनतम @count फॉलोअर्स आवश्यक
You can add only @limit links in the profile.,आप प्रोफाइल में अधिकतम @limit लिंक जोड़ सकते हैं।
Refresh,ताज़ा करें
Lost,खोया
Connection,कनेक्शन
It looks like you are not\nconnected to the internet,ऐसा लगता है कि आप\nइंटरनेट से कनेक्ट नहीं हैं
Download failed.,डाउनलोड विफल हुआ।
From,से
Something went wrong.,कुछ गलत हो गया।
🎉 Welcome Bonus Credited to Your Wallet!,🎉 आपके वॉलेट में वेलकम बोनस जमा किया गया!
You've earned your registration bonus! Enjoy your coins and start exploring now!,आपने अपना रजिस्ट्रेशन बोनस अर्जित कर लिया है! अपने कॉइन्स का आनंद लें और अभी एक्सप्लोर करना शुरू करें!
You are,आप हैं
member,सदस्य
Oops!! Battle Ended Please wait for a while..,ओह!! बैटल समाप्त हो गई कृपया कुछ समय प्रतीक्षा करें..
"Hey, @name is now live","अरे, @name अब लाइव है"
Hurry up and join before it ends.,इसके समाप्त होने से पहले जल्दी से जॉइन करें।
Professional Dashboard,प्रोफेशनल डैशबोर्ड
Track Your Performance,अपना प्रदर्शन ट्रैक करें
Creator Dashboard,क्रिएटर डैशबोर्ड
AI Insights,AI इनसाइट्स
Content Calendar,कंटेंट कैलेंडर
Grow Your Business,अपना व्यापार बढ़ाएं
Subscription Tiers,सब्सक्रिप्शन टियर्स
My Subscribers,मेरे सब्सक्राइबर्स
My Portfolio,मेरा पोर्टफोलियो
Manage Your Account,अपना अकाउंट प्रबंधित करें
Creator Tier,क्रिएटर टियर
Account Type Settings,अकाउंट प्रकार सेटिंग्स
My Subscriptions,मेरी सब्सक्रिप्शन्स
People,लोग
Content & Feed,कंटेंट और फीड
Digital Wellbeing,डिजिटल वेलबीइंग
AI & Discovery,AI और डिस्कवरी
AI Video Generator,AI वीडियो जेनरेटर
Moderator Panel,मॉडरेटर पैनल
Two-Factor Authentication,टू-फैक्टर ऑथेंटिकेशन
Switch Account,अकाउंट स्विच करें
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","पर्सनल अकाउंट पर स्विच करने से एनालिटिक्स, मोनेटाइजेशन, अर्निंग्स डैशबोर्ड, और टीम मैनेजमेंट सहित सभी प्रोफेशनल टूल्स तक पहुंच हट जाएगी।"
Switch to Personal,पर्सनल पर स्विच करें
Creator,क्रिएटर
Account,अकाउंट
Part of a Series,एक श्रृंखला का हिस्सा
Select Previous Part,पिछला भाग चुनें
Previous Part,पिछला भाग
Next Part,अगला भाग
